"Species","Year","Quarter","Species.n","Age","M1","M2","M","F","Z","N","N.bar","C.hat","C.obs","west","weca","Yield","CWsum","prop.landed","propmat","BIO","SSB","Lsea","ration"
"Saithe",1984,3,21,8,0.05,0,0.05,0.140899,0.190899,2217.93,2019.08,284.487,1251.67,4.93803,4.6644,5838.28,5838.28,1,1,10952.2,10952.2,813,3.346
"Saithe",1984,3,21,9,0.05,0,0.05,0.140899,0.190899,1109.85,1010.34,142.357,335.23,6.36431,6.1827,2072.63,2072.63,1,1,7063.41,7063.41,898,4.131
"Saithe",1984,3,21,10,0.05,0,0.05,0.140899,0.190899,2471.2,2249.65,316.974,645.903,9.36582,8.4731,5472.8,5472.8,1,1,23144.8,23144.8,1019,6.373
"Saithe",1984,4,21,0,0.05,0,0.05,0,0.05,227607,222010,0,0,0.02,0,0,0,1,0,4552.14,0,173,0
"Saithe",1984,4,21,1,0.05,0,0.05,0,0.05,341725,333323,0,0,0.183,0.3084,0,0,1,0,62535.7,0,308,0
"Saithe",1984,4,21,2,0.05,0,0.05,0,0.05,195675,190864,0,0,0.667,0.5666,0,0,1,0,130516,0,401,0
"Saithe",1984,4,21,3,0.05,0,0.05,0.0832126,0.133213,89519.2,83812.9,6974.28,0,1.19743,0.7948,0,0,1,0,107193,0,435,1.012
"Saithe",1984,4,21,4,0.05,0,0.05,0.103486,0.153486,33773.9,31309.7,3240.13,0,2.14925,1.6138,0,0,1,0.15,72588.7,10888.3,516,1.306
"Saithe",1984,4,21,5,0.05,0,0.05,0.0917113,0.141711,16209.6,15113.4,1386.07,0,2.96036,2.2964,0,0,1,0.7,47986.2,33590.4,654,1.897
"Saithe",1984,4,21,6,0.05,0,0.05,0.0824134,0.132413,10226.6,9578.41,789.389,0,3.27018,2.6898,0,0,1,0.9,33442.7,30098.4,756,2.535
"Saithe",1984,4,21,7,0.05,0,0.05,0.0777527,0.127753,2284.29,2144.4,166.733,0,4.38022,3.8957,0,0,1,1,10005.7,10005.7,811,3.302
"Saithe",1984,4,21,8,0.05,0,0.05,0.0696142,0.119614,1832.49,1727.13,120.233,0,5.13999,4.6644,0,0,1,1,9418.96,9418.96,847,4.085
"Saithe",1984,4,21,9,0.05,0,0.05,0.0696142,0.119614,916.974,864.255,60.1644,0,6.60909,6.1827,0,0,1,1,6060.36,6060.36,950,5.032
"Saithe",1984,4,21,10,0.05,0,0.05,0.0696142,0.119614,2041.75,1924.36,133.963,0,9.57676,8.4731,0,0,1,1,19553.3,19553.3,1036,7.745
"Saithe",1985,1,21,1,0.05,0,0.05,0,0.05,216506,211183,0,0,0.026,0.2838,0,0,1,0,5629.17,0,281,0
"Saithe",1985,1,21,2,0.05,0,0.05,0,0.05,325059,317066,0,0,0.2,0.5291,0,0,1,0,65011.8,0,333,0
"Saithe",1985,1,21,3,0.05,0,0.05,0.0635044,0.113504,186132,175957,11174.1,0,0.648,0.6632,0,0,1,0,120614,0,412,0.355
"Saithe",1985,1,21,4,0.05,0,0.05,0.168984,0.218984,78354.3,70368.6,11891.1,0,1.242,1.2654,0,0,1,0.15,97316,14597.4,441,0.534
"Saithe",1985,1,21,5,0.05,0,0.05,0.149756,0.199756,28968.3,26258.4,3932.35,0,1.869,1.9505,0,0,1,0.7,54141.7,37899.2,550,0.8
"Saithe",1985,1,21,6,0.05,0,0.05,0.134573,0.184573,14067.8,12845.9,1728.71,0,2.611,2.7716,0,0,1,0.9,36731.1,33058,646,1.133
"Saithe",1985,1,21,7,0.05,0,0.05,0.126963,0.176963,8958.25,8210.37,1042.41,0,3.176,3.4068,0,0,1,1,28451.4,28451.4,742,1.552
"Saithe",1985,1,21,8,0.05,0,0.05,0.113673,0.163673,2010.34,1854.44,210.8,0,4.555,4.95,0,0,1,1,9157.09,9157.09,809,1.997
"Saithe",1985,1,21,9,0.05,0,0.05,0.113673,0.163673,1625.9,1499.81,170.489,0,5.331,5.865,0,0,1,1,8667.66,8667.66,878,2.496
"Saithe",1985,1,21,10,0.05,0,0.05,0.113673,0.163673,2625.16,2421.58,275.27,0,9.3141,8.8545,0,0,1,1,24451,24451,1010,4.071
"Saithe",1985,2,21,1,0.05,0,0.05,0,0.05,205947,200883,0,0,0.036,0.2838,0,0,1,0,7414.1,0,283,0
"Saithe",1985,2,21,2,0.05,0,0.05,0,0.05,309206,301603,0,0,0.231,0.5291,0,0,1,0,71426.5,0,404,0
"Saithe",1985,2,21,3,0.05,0,0.05,0.121332,0.171332,166160,152705,18528.1,0,0.78855,0.6632,0,0,1,0,131026,0,424,1.26
"Saithe",1985,2,21,4,0.05,0,0.05,0.219281,0.269281,62944.8,55182,12100.4,0,1.3903,1.2654,0,0,1,0.15,87512,13126.8,483,1.733
"Saithe",1985,2,21,5,0.05,0,0.05,0.194331,0.244331,23723,21047.2,4090.11,0,2.06168,1.9505,0,0,1,0.7,48909.3,34236.5,561,2.558
"Saithe",1985,2,21,6,0.05,0,0.05,0.174629,0.224629,11696.8,10476.2,1829.45,0,2.81039,2.7716,0,0,1,0.9,32872.6,29585.3,647,3.526
"Saithe",1985,2,21,7,0.05,0,0.05,0.164753,0.214753,7505.32,6754.14,1112.77,0,3.37723,3.4068,0,0,1,1,25347.2,25347.2,743,4.769
"Saithe",1985,2,21,8,0.05,0,0.05,0.147508,0.197508,1706.82,1548.83,228.465,0,4.75835,4.95,0,0,1,1,8121.62,8121.62,789,6.024
"Saithe",1985,2,21,9,0.05,0,0.05,0.147508,0.197508,1380.42,1252.64,184.775,0,5.54223,5.865,0,0,1,1,7650.59,7650.59,867,7.489
"Saithe",1985,2,21,10,0.05,0,0.05,0.147508,0.197508,2228.81,2022.51,298.337,0,9.71771,8.8545,0,0,1,1,21659,21659,1017,11.457
"Saithe",1985,3,21,0,0.05,0,0.05,0,0.05,212776,207544,0,0,0.005,0,0,0,1,0,1063.88,0,129,0
"Saithe",1985,3,21,1,0.05,0,0.05,0,0.05,195903,191086,0,226.393,0.111,0.2838,64.2503,64.2503,1,0,21745.2,0,296,0
"Saithe",1985,3,21,2,0.05,0,0.05,0,0.05,294126,286894,0,7191.4,0.463,0.5291,3804.97,3804.97,1,0,136180,0,384,0
"Saithe",1985,3,21,3,0.05,0,0.05,0.192642,0.242642,139997,124307,23946.7,134024,0.890694,0.6632,88884.5,88884.5,1,0,124694,0,428,0.761
"Saithe",1985,3,21,4,0.05,0,0.05,0.223252,0.273252,48085.3,42075.2,9393.39,55604.6,1.50152,1.2654,70362.1,70362.1,1,0.15,72201.1,10830.2,504,0.997
"Saithe",1985,3,21,5,0.05,0,0.05,0.19785,0.24785,18580.6,16457,3256.01,13280.8,2.27363,1.9505,25904.1,25904.1,1,0.7,42245.3,29571.7,581,1.505
"Saithe",1985,3,21,6,0.05,0,0.05,0.177791,0.227791,9343.58,8355.79,1485.59,4764.92,3.00977,2.7716,13206.4,13206.4,1,0.9,28122,25309.8,689,2.011
"Saithe",1985,3,21,7,0.05,0,0.05,0.167737,0.217737,6054.84,5441.01,912.657,3004.56,3.56972,3.4068,10235.9,10235.9,1,1,21614.1,21614.1,744,2.682
"Saithe",1985,3,21,8,0.05,0,0.05,0.150179,0.200179,1400.91,1269.6,190.668,681.501,4.97186,4.95,3373.43,3373.43,1,1,6965.13,6965.13,813,3.346
"Saithe",1985,3,21,9,0.05,0,0.05,0.150179,0.200179,1133.01,1026.81,154.206,398.563,5.75346,5.865,2337.57,2337.57,1,1,6518.72,6518.72,898,4.131
"Saithe",1985,3,21,10,0.05,0,0.05,0.150179,0.200179,1829.35,1657.88,248.98,741.616,9.91435,8.8545,6566.64,6566.64,1,1,18136.8,18136.8,1019,6.373
"Saithe",1985,4,21,0,0.05,0,0.05,0,0.05,202399,197422,0,0,0.02,0,0,0,1,0,4047.98,0,173,0
"Saithe",1985,4,21,1,0.05,0,0.05,0,0.05,186349,181767,0,0,0.183,0.2838,0,0,1,0,34101.8,0,308,0
"Saithe",1985,4,21,2,0.05,0,0.05,0,0.05,279781,272902,0,0,0.667,0.5291,0,0,1,0,186614,0,401,0
"Saithe",1985,4,21,3,0.05,0,0.05,0.0886933,0.138693,109835,102559,9096.26,0,1.0051,0.6632,0,0,1,0,110395,0,435,1.012
"Saithe",1985,4,21,4,0.05,0,0.05,0.110303,0.160303,36588.1,33806.2,3728.9,0,1.66836,1.2654,0,0,1,0.15,61042.1,9156.31,516,1.306
"Saithe",1985,4,21,5,0.05,0,0.05,0.0977518,0.147752,14501.7,13481.2,1317.82,0,2.43741,1.9505,0,0,1,0.7,35346.5,24742.6,654,1.897
"Saithe",1985,4,21,6,0.05,0,0.05,0.0878415,0.137842,7440.2,6950.19,610.515,0,3.22815,2.7716,0,0,1,0.9,24018.1,21616.2,756,2.535
"Saithe",1985,4,21,7,0.05,0,0.05,0.0828738,0.132874,4870.14,4560.45,377.942,0,3.74471,3.4068,0,0,1,1,18237.2,18237.2,811,3.302
"Saithe",1985,4,21,8,0.05,0,0.05,0.0741993,0.124199,1146.76,1078.41,80.0171,0,5.17521,4.95,0,0,1,1,5934.73,5934.73,847,4.085
"Saithe",1985,4,21,9,0.05,0,0.05,0.0741993,0.124199,927.464,872.181,64.7152,0,5.97474,5.865,0,0,1,1,5541.36,5541.36,950,5.032
"Saithe",1985,4,21,10,0.05,0,0.05,0.0741993,0.124199,1497.48,1408.22,104.489,0,9.89666,8.8545,0,0,1,1,14820,14820,1036,7.745
"Saithe",1986,1,21,1,0.05,0,0.05,0,0.05,192528,187794,0,0,0.026,0.3743,0,0,1,0,5005.72,0,281,0
"Saithe",1986,1,21,2,0.05,0,0.05,0,0.05,177261,172902,0,0,0.2,0.5009,0,0,1,0,35452.1,0,333,0
"Saithe",1986,1,21,3,0.05,0,0.05,0.0794017,0.129402,266136,249636,19821.5,0,0.669,0.6943,0,0,1,0,178045,0,412,0.355
"Saithe",1986,1,21,4,0.05,0,0.05,0.211286,0.261286,95610.8,84140.3,17777.6,0,1.005,1.0352,0,0,1,0.15,96088.8,14413.3,441,0.534
"Saithe",1986,1,21,5,0.05,0,0.05,0.187245,0.237245,31168.9,27747.4,5195.56,0,1.67,1.7943,0,0,1,0.7,52052.1,36436.5,550,0.8
"Saithe",1986,1,21,6,0.05,0,0.05,0.168261,0.218261,12509.8,11238.7,1891.05,0,2.269,2.4314,0,0,1,0.9,28384.8,25546.3,646,1.133
"Saithe",1986,1,21,7,0.05,0,0.05,0.158746,0.208746,6482.18,5850.33,928.715,0,3.543,3.5715,0,0,1,1,22966.4,22966.4,742,1.552
"Saithe",1986,1,21,8,0.05,0,0.05,0.14213,0.19213,4264.17,3879.56,551.4,0,4.24,4.2091,0,0,1,1,18080.1,18080.1,809,1.997
"Saithe",1986,1,21,9,0.05,0,0.05,0.14213,0.19213,1012.82,921.47,130.968,0,5.754,5.6502,0,0,1,1,5827.79,5827.79,878,2.496
"Saithe",1986,1,21,10,0.05,0,0.05,0.14213,0.19213,2141.72,1948.54,276.945,0,9.5607,8.2178,0,0,1,1,20476.3,20476.3,1010,4.071
"Saithe",1986,2,21,1,0.05,0,0.05,0,0.05,183138,178635,0,0,0.036,0.3743,0,0,1,0,6592.97,0,283,0
"Saithe",1986,2,21,2,0.05,0,0.05,0,0.05,168615,164469,0,0,0.231,0.5009,0,0,1,0,38950.2,0,404,0
"Saithe",1986,2,21,3,0.05,0,0.05,0.151706,0.201706,233833,211759,32125.1,0,0.814105,0.6943,0,0,1,0,190364,0,424,1.26
"Saithe",1986,2,21,4,0.05,0,0.05,0.274175,0.324175,73626.1,62883.7,17241.1,0,1.125,1.0352,0,0,1,0.15,82829.4,12424.4,483,1.733
"Saithe",1986,2,21,5,0.05,0,0.05,0.242978,0.292978,24586,21311.8,5178.3,0,1.84217,1.7943,0,0,1,0.7,45291.4,31704,561,2.558
"Saithe",1986,2,21,6,0.05,0,0.05,0.218344,0.268344,10056.8,8820.51,1925.91,0,2.44227,2.4314,0,0,1,0.9,24561.5,22105.4,647,3.526
"Saithe",1986,2,21,7,0.05,0,0.05,0.205996,0.255996,5260.95,4641.52,956.136,0,3.76749,3.5715,0,0,1,1,19820.5,19820.5,743,4.769
"Saithe",1986,2,21,8,0.05,0,0.05,0.184435,0.234435,3518.79,3136.76,578.527,0,4.42929,4.2091,0,0,1,1,15585.7,15585.7,789,6.024
"Saithe",1986,2,21,9,0.05,0,0.05,0.184435,0.234435,835.782,745.041,137.411,0,5.98199,5.6502,0,0,1,1,4999.64,4999.64,867,7.489
"Saithe",1986,2,21,10,0.05,0,0.05,0.184435,0.234435,1767.34,1575.46,290.57,0,9.51469,8.2178,0,0,1,1,16815.7,16815.7,1017,11.457
"Saithe",1986,3,21,0,0.05,0,0.05,0,0.05,125089,122013,0,0,0.005,0,0,0,1,0,625.446,0,129,0
"Saithe",1986,3,21,1,0.05,0,0.05,0,0.05,174206,169923,0,88.812,0.111,0.3743,33.2423,33.2423,1,0,19336.9,0,296,0
"Saithe",1986,3,21,2,0.05,0,0.05,0,0.05,160392,156448,0,6476.84,0.463,0.5009,3244.25,3244.25,1,0,74261.5,0,384,0
"Saithe",1986,3,21,3,0.05,0,0.05,0.240867,0.290867,191120,165834,39943.9,55434.5,0.919559,0.6943,38488.2,38488.2,1,0,175746,0,428,0.761
"Saithe",1986,3,21,4,0.05,0,0.05,0.27914,0.32914,53240.8,45366.1,12663.5,91223.2,1.215,1.0352,94434.2,94434.2,1,0.15,64687.5,9703.13,504,0.997
"Saithe",1986,3,21,5,0.05,0,0.05,0.247378,0.297378,18342.1,15866.2,3924.95,15186.1,2.03155,1.7943,27248.5,27248.5,1,0.7,37262.8,26084,581,1.505
"Saithe",1986,3,21,6,0.05,0,0.05,0.222298,0.272298,7689.9,6731.83,1496.47,5380.85,2.61554,2.4314,13083,13083,1,0.9,20113.2,18101.9,689,2.011
"Saithe",1986,3,21,7,0.05,0,0.05,0.209727,0.259727,4072.73,3586.8,752.248,2603.44,3.98222,3.5715,9298.19,9298.19,1,1,16218.5,16218.5,744,2.682
"Saithe",1986,3,21,8,0.05,0,0.05,0.187774,0.237774,2783.43,2477.26,465.165,1456.06,4.62804,4.2091,6128.71,6128.71,1,1,12881.8,12881.8,813,3.346
"Saithe",1986,3,21,9,0.05,0,0.05,0.187774,0.237774,661.119,588.397,110.486,445.46,6.20998,5.6502,2516.94,2516.94,1,1,4105.53,4105.53,898,4.131
"Saithe",1986,3,21,10,0.05,0,0.05,0.187774,0.237774,1398,1244.22,233.633,899.766,9.72839,8.2178,7394.1,7394.1,1,1,13600.3,13600.3,1019,6.373
"Saithe",1986,4,21,0,0.05,0,0.05,0,0.05,118989,116063,0,0,0.02,0,0,0,1,0,2379.77,0,173,0
"Saithe",1986,4,21,1,0.05,0,0.05,0,0.05,165710,161636,0,0,0.183,0.3743,0,0,1,0,30325,0,308,0
"Saithe",1986,4,21,2,0.05,0,0.05,0,0.05,152570,148818,0,0,0.667,0.5009,0,0,1,0,101764,0,401,0
"Saithe",1986,4,21,3,0.05,0,0.05,0.110896,0.160896,142884,131982,14636.3,0,1.03767,0.6943,0,0,1,0,148266,0,435,1.012
"Saithe",1986,4,21,4,0.05,0,0.05,0.137915,0.187915,38309,34924.8,4816.66,0,1.35,1.0352,0,0,1,0.15,51717.1,7757.57,516,1.306
"Saithe",1986,4,21,5,0.05,0,0.05,0.122222,0.172222,13623.8,12515.2,1529.64,0,2.17789,1.7943,0,0,1,0.7,29671.2,20769.8,654,1.897
"Saithe",1986,4,21,6,0.05,0,0.05,0.109831,0.159831,5856.84,5412.76,594.49,0,2.80531,2.4314,0,0,1,0.9,16430.2,14787.2,756,2.535
"Saithe",1986,4,21,7,0.05,0,0.05,0.10362,0.15362,3141.15,2911.77,301.717,0,4.17742,3.5715,0,0,1,1,13121.9,13121.9,811,3.302
"Saithe",1986,4,21,8,0.05,0,0.05,0.0927739,0.142774,2194.4,2044.95,189.718,0,4.81732,4.2091,0,0,1,1,10571.1,10571.1,847,4.085
"Saithe",1986,4,21,9,0.05,0,0.05,0.0927739,0.142774,521.213,485.715,45.0617,0,6.44882,5.6502,0,0,1,1,3361.21,3361.21,950,5.032
"Saithe",1986,4,21,10,0.05,0,0.05,0.0927739,0.142774,1102.16,1027.09,95.2873,0,9.786,8.2178,0,0,1,1,10785.7,10785.7,1036,7.745
"Saithe",1987,1,21,1,0.05,0,0.05,0,0.05,113185,110402,0,0,0.026,0.2999,0,0,1,0,2942.82,0,281,0
"Saithe",1987,1,21,2,0.05,0,0.05,0,0.05,157628,153753,0,0,0.2,0.4607,0,0,1,0,31525.7,0,333,0
"Saithe",1987,1,21,3,0.05,0,0.05,0.0696572,0.119657,145129,136782,9527.86,0,0.651,0.6739,0,0,1,0,94478.7,0,412,0.355
"Saithe",1987,1,21,4,0.05,0,0.05,0.185356,0.235356,121649,108393,20091.3,0,0.852,0.8764,0,0,1,0.15,103645,15546.7,441,0.534
"Saithe",1987,1,21,5,0.05,0,0.05,0.164265,0.214265,31746.1,28575.5,4693.96,0,1.788,1.8237,0,0,1,0.7,56762,39733.4,550,0.8
"Saithe",1987,1,21,6,0.05,0,0.05,0.147612,0.197612,11468.4,10406.4,1536.1,0,2.942,3.0749,0,0,1,0.9,33740.1,30366.1,646,1.133
"Saithe",1987,1,21,7,0.05,0,0.05,0.139264,0.189264,4991.71,4547.78,633.341,0,3.82,4.2101,0,0,1,1,19068.3,19068.3,742,1.552
"Saithe",1987,1,21,8,0.05,0,0.05,0.124687,0.174687,2693.84,2471.67,308.185,0,4.868,5.3303,0,0,1,1,13113.6,13113.6,809,1.997
"Saithe",1987,1,21,9,0.05,0,0.05,0.124687,0.174687,1902.44,1745.54,217.646,0,5.484,6.1288,0,0,1,1,10433,10433,878,2.496
"Saithe",1987,1,21,10,0.05,0,0.05,0.124687,0.174687,1407.38,1291.31,161.01,0,8.70516,8.6032,0,0,1,1,12251.5,12251.5,1010,4.071
"Saithe",1987,2,21,1,0.05,0,0.05,0,0.05,107665,105018,0,0,0.036,0.2999,0,0,1,0,3875.95,0,283,0
"Saithe",1987,2,21,2,0.05,0,0.05,0,0.05,149941,146254,0,0,0.231,0.4607,0,0,1,0,34636.3,0,404,0
"Saithe",1987,2,21,3,0.05,0,0.05,0.133088,0.183088,128762,117662,15659.4,0,0.792201,0.6739,0,0,1,0,102005,0,424,1.26
"Saithe",1987,2,21,4,0.05,0,0.05,0.240527,0.290527,96137.6,83431.9,20067.6,0,0.953731,0.8764,0,0,1,0.15,91689.4,13753.4,483,1.733
"Saithe",1987,2,21,5,0.05,0,0.05,0.213159,0.263159,25623.4,22529.1,4802.28,0,1.97233,1.8237,0,0,1,0.7,50537.7,35376.4,561,2.558
"Saithe",1987,2,21,6,0.05,0,0.05,0.191548,0.241548,9412.01,8361.53,1601.64,0,3.16666,3.0749,0,0,1,0.9,29804.6,26824.2,647,3.526
"Saithe",1987,2,21,7,0.05,0,0.05,0.180716,0.230716,4130.98,3689.07,666.673,0,4.06204,4.2101,0,0,1,1,16780.2,16780.2,743,4.769
"Saithe",1987,2,21,8,0.05,0,0.05,0.1618,0.2118,2262.07,2038.57,329.841,0,5.08532,5.3303,0,0,1,1,11503.4,11503.4,789,6.024
"Saithe",1987,2,21,9,0.05,0,0.05,0.1618,0.2118,1597.51,1439.67,232.939,0,5.70129,6.1288,0,0,1,1,9107.89,9107.89,867,7.489
"Saithe",1987,2,21,10,0.05,0,0.05,0.1618,0.2118,1181.81,1065.04,172.323,0,8.46334,8.6032,0,0,1,1,10002,10002,1017,11.457
"Saithe",1987,3,21,0,0.05,0,0.05,0,0.05,138736,135325,0,0,0.005,0,0,0,1,0,693.681,0,129,0
"Saithe",1987,3,21,1,0.05,0,0.05,0,0.05,102414,99896.2,0,786.492,0.111,0.2999,235.869,235.869,1,0,11368,0,296,0
"Saithe",1987,3,21,2,0.05,0,0.05,0,0.05,142628,139121,0,29143.3,0.463,0.4607,13426.3,13426.3,1,0,66036.8,0,384,0
"Saithe",1987,3,21,3,0.05,0,0.05,0.211307,0.261307,107219,94355.1,19937.9,31219.6,0.894817,0.6739,21038.9,21038.9,1,0,95941.5,0,428,0.761
"Saithe",1987,3,21,4,0.05,0,0.05,0.244883,0.294883,71898.3,62267,15248.1,97470.5,1.03003,0.8764,85423.1,85423.1,1,0.15,74057.4,11108.6,504,0.997
"Saithe",1987,3,21,5,0.05,0,0.05,0.217019,0.267019,19694.6,17284.4,3751.04,13990.5,2.17509,1.8237,25514.4,25514.4,1,0.7,42837.6,29986.3,581,1.505
"Saithe",1987,3,21,6,0.05,0,0.05,0.195017,0.245017,7392.29,6556.32,1278.59,3157.78,3.39132,3.0749,9709.87,9709.87,1,0.9,25069.7,22562.7,689,2.011
"Saithe",1987,3,21,7,0.05,0,0.05,0.183988,0.233988,3279.85,2924.39,538.053,1810.83,4.29355,4.2101,7623.78,7623.78,1,1,14082.2,14082.2,744,2.682
"Saithe",1987,3,21,8,0.05,0,0.05,0.16473,0.21473,1830.3,1647.13,271.332,1240.17,5.31351,5.3303,6610.48,6610.48,1,1,9725.32,9725.32,813,3.346
"Saithe",1987,3,21,9,0.05,0,0.05,0.16473,0.21473,1292.59,1163.23,191.62,910.065,5.91858,6.1288,5577.61,5577.61,1,1,7650.3,7650.3,898,4.131
"Saithe",1987,3,21,10,0.05,0,0.05,0.16473,0.21473,956.23,860.535,141.756,699.577,8.10039,8.6032,6018.6,6018.6,1,1,7745.84,7745.84,1019,6.373
"Saithe",1987,4,21,0,0.05,0,0.05,0,0.05,131970,128725,0,0,0.02,0,0,0,1,0,2639.4,0,173,0
"Saithe",1987,4,21,1,0.05,0,0.05,0,0.05,97419.6,95024.2,0,0,0.183,0.2999,0,0,1,0,17827.8,0,308,0
"Saithe",1987,4,21,2,0.05,0,0.05,0,0.05,135672,132336,0,0,0.667,0.4607,0,0,1,0,90493.3,0,401,0
"Saithe",1987,4,21,3,0.05,0,0.05,0.0972867,0.147287,82563.6,76771.1,7468.81,0,1.00975,0.6739,0,0,1,0,83368.4,0,435,1.012
"Saithe",1987,4,21,4,0.05,0,0.05,0.12099,0.17099,53536.8,49209.8,5953.87,0,1.14448,0.8764,0,0,1,0.15,61271.7,9190.76,516,1.306
"Saithe",1987,4,21,5,0.05,0,0.05,0.107223,0.157223,15079.4,13953.7,1496.15,0,2.33177,1.8237,0,0,1,0.7,35161.6,24613.1,654,1.897
"Saithe",1987,4,21,6,0.05,0,0.05,0.0963523,0.146352,5785.88,5382.41,518.608,0,3.63738,3.0749,0,0,1,0.9,21045.5,18940.9,756,2.535
"Saithe",1987,4,21,7,0.05,0,0.05,0.0909033,0.140903,2595.58,2421.01,220.078,0,4.50402,4.2101,0,0,1,1,11690.6,11690.6,811,3.302
"Saithe",1987,4,21,8,0.05,0,0.05,0.0813884,0.131388,1476.61,1383.72,112.619,0,5.53083,5.3303,0,0,1,1,8166.89,8166.89,847,4.085
"Saithe",1987,4,21,9,0.05,0,0.05,0.0813884,0.131388,1042.81,977.207,79.5333,0,6.14622,6.1288,0,0,1,1,6409.34,6409.34,950,5.032
"Saithe",1987,4,21,10,0.05,0,0.05,0.0813884,0.131388,771.448,722.917,58.837,0,8.37445,8.6032,0,0,1,1,6460.45,6460.45,1036,7.745
"Saithe",1988,1,21,1,0.05,0,0.05,0,0.05,125534,122447,0,0,0.026,0.377,0,0,1,0,3263.88,0,281,0
"Saithe",1988,1,21,2,0.05,0,0.05,0,0.05,92668.4,90389.8,0,0,0.2,0.5234,0,0,1,0,18533.7,0,333,0
"Saithe",1988,1,21,3,0.05,0,0.05,0.0720207,0.122021,129055,121492,8749.96,0,0.731,0.7787,0,0,1,0,94339.4,0,412,0.355
"Saithe",1988,1,21,4,0.05,0,0.05,0.191645,0.241645,71256.2,63300.4,12131.2,0,0.931,0.981,0,0,1,0.15,66339.5,9950.93,441,0.534
"Saithe",1988,1,21,5,0.05,0,0.05,0.169839,0.219839,45122.5,40507,6879.66,0,1.362,1.3859,0,0,1,0.7,61456.8,43019.8,550,0.8
"Saithe",1988,1,21,6,0.05,0,0.05,0.15262,0.20262,12885.5,11664,1780.16,0,2.632,2.7906,0,0,1,0.9,33914.7,30523.2,646,1.133
"Saithe",1988,1,21,7,0.05,0,0.05,0.143989,0.193989,4998.15,4543.24,654.178,0,3.669,4.0236,0,0,1,1,18338.2,18338.2,742,1.552
"Saithe",1988,1,21,8,0.05,0,0.05,0.128918,0.178918,2254.45,2064.28,266.122,0,4.627,5.2542,0,0,1,1,10431.4,10431.4,809,1.997
"Saithe",1988,1,21,9,0.05,0,0.05,0.128918,0.178918,1294.81,1185.59,152.843,0,5.654,6.3219,0,0,1,1,7320.84,7320.84,878,2.496
"Saithe",1988,1,21,10,0.05,0,0.05,0.128918,0.178918,1590.88,1456.68,187.792,0,8.53568,8.6486,0,0,1,1,13579.3,13579.3,1010,4.071
"Saithe",1988,2,21,1,0.05,0,0.05,0,0.05,119411,116475,0,0,0.036,0.377,0,0,1,0,4298.81,0,283,0
"Saithe",1988,2,21,2,0.05,0,0.05,0,0.05,88148.9,85981.4,0,0,0.231,0.5234,0,0,1,0,20362.4,0,404,0
"Saithe",1988,2,21,3,0.05,0,0.05,0.137604,0.187604,114231,104155,14332.2,0,0.889552,0.7787,0,0,1,0,101614,0,424,1.26
"Saithe",1988,2,21,4,0.05,0,0.05,0.248688,0.298688,55960,48376.2,12030.6,0,1.04216,0.981,0,0,1,0.15,58319.5,8747.92,483,1.733
"Saithe",1988,2,21,5,0.05,0,0.05,0.220391,0.270391,36217.5,31734.1,6993.91,0,1.50241,1.3859,0,0,1,0.7,54413.6,38089.5,561,2.558
"Saithe",1988,2,21,6,0.05,0,0.05,0.198048,0.248048,10522.2,9318.69,1845.54,0,2.83299,2.7906,0,0,1,0.9,29809.2,26828.3,647,3.526
"Saithe",1988,2,21,7,0.05,0,0.05,0.186848,0.236848,4116.81,3665.6,684.908,0,3.90147,4.0236,0,0,1,1,16061.6,16061.6,743,4.769
"Saithe",1988,2,21,8,0.05,0,0.05,0.16729,0.21729,1885.12,1694.37,283.451,0,4.83356,5.2542,0,0,1,1,9111.83,9111.83,789,6.024
"Saithe",1988,2,21,9,0.05,0,0.05,0.16729,0.21729,1082.69,973.134,162.795,0,5.87803,6.3219,0,0,1,1,6364.05,6364.05,867,7.489
"Saithe",1988,2,21,10,0.05,0,0.05,0.16729,0.21729,1330.25,1195.65,200.021,0,8.09225,8.6486,0,0,1,1,10764.8,10764.8,1017,11.457
"Saithe",1988,3,21,0,0.05,0,0.05,0,0.05,200310,195384,0,0,0.005,0,0,0,1,0,1001.55,0,129,0
"Saithe",1988,3,21,1,0.05,0,0.05,0,0.05,113588,110795,0,10.177,0.111,0.377,3.83673,3.83673,1,0,12608.2,0,296,0
"Saithe",1988,3,21,2,0.05,0,0.05,0,0.05,83849.8,81788.1,0,5157.53,0.463,0.5234,2699.45,2699.45,1,0,38822.5,0,384,0
"Saithe",1988,3,21,3,0.05,0,0.05,0.218476,0.268476,94690.7,83044.7,18143.3,32577.7,1.00478,0.7787,25368.3,25368.3,1,0,95143.3,0,428,0.761
"Saithe",1988,3,21,4,0.05,0,0.05,0.253192,0.303192,41510.6,35808.3,9066.37,26407.6,1.12554,0.981,25905.8,25905.8,1,0.15,46721.7,7008.25,504,0.997
"Saithe",1988,3,21,5,0.05,0,0.05,0.224382,0.274382,27636.9,24169.6,5423.22,35323.3,1.65687,1.3859,48954.6,48954.6,1,0.7,45790.6,32053.4,581,1.505
"Saithe",1988,3,21,6,0.05,0,0.05,0.201634,0.251634,8210.68,7259.1,1463.68,3827.57,3.03398,2.7906,10681.2,10681.2,1,0.9,24911,22419.9,689,2.011
